Data;Hora UTC;PRECIPITAO TOTAL. HORARIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO. HORARIA (mB);PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m2);TEMPERATURA DO AR - BULBO SECO. HORARIA (C);TEMPERATURA DO PONTO DE ORVALHO (C);TEMPERATURA MAXIMA NA HORA ANT. (AUT) (C);TEMPERATURA MINIMA NA HORA ANT. (AUT) (C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR. HORARIA (%);VENTO. DIREAO HORARIA (gr) ((gr));VENTO. RAJADA MAXIMA (m/s);VENTO. VELOCIDADE HORARIA (m/s);REGIAO;UF;ESTACAO;CODIGO (WMO);LATITUDE;LONGITUDE;ALTITUDE;DATA DE FUNDACAO
2020/04/17;1000 UTC;0;979.6;979.6;978.9;100.7;22.5;22.5;22.5;21.8;22.5;21.8;100.0;100.0;100.0;307.0;1.5;.3;N;TO;RIO SONO;A050;-9.793363;-47.132732;291;03/08/16
2020/01/16;0000 UTC;.6;916.4;917.1;916.3;;20.8;20.2;21.1;20.7;20.3;20;96.0;95.0;96.0;335.0;8.5;3.4;S;RS;CANELA;A879;-29.36888888;-50.82722221;830.93;23/08/08
2021/05/28;1800 UTC;;;;;;;;;;;;;;;;;;NE;PI;SAO JOAO DO PIAUI;A331;-8.36444444;-42.2525;231;26/08/07
2022/01/02;0700 UTC;;958;958;957.9;;21.8;20.6;22;21.8;21.2;20.6;95.0;93.0;93.0;57.0;5.1;2.7;NE;BA;BARREIRAS;A402;-12.12472221;-45.02694443;474.17;20/12/01
2022/03/20;0200 UTC;;;;;;;;;;;;;;;;;;CO;MT;JUINA;A920;-11.37499999;-58.77472221;365.39;24/11/06
2021/10/10;0700 UTC;;;;;;;;;;;;;;;;;;NE;MA;CAROLINA;A205;-7.33722221;-47.45972222;182.88;04/12/07
2020/04/28;2200 UTC;0;925.9;925.9;925.6;;22.5;13;23.7;22.5;13.4;13;55.0;52.0;55;203.0;2.6;0;S;SC;DIONISIO CERQUEIRA;A848;-26.286562;-53.633114;807.54;31/05/08
2021/01/08;1300 UTC;0;967.3;967.8;967.3;2443.3;28.2;21.7;28.6;27.4;22.6;21.7;73.0;68.0;68.0;55.0;4.7;2.1;NE;CE;BARBALHA;A315;-7.30083333;-39.2711111;409.41;31/05/07
2020/03/23;1800 UTC;0;962.2;962.8;962.2;1190.5;23.3;19.3;23.4;21.7;20.1;19.3;90.0;78.0;78.0;292.0;3.9;.1;SE;MG;TEOFILO OTONI;A527;-17.89284;-41.515423;467.17;25/08/06
2021/04/14;0500 UTC;;;;;;;;;;;;;;;;;;SE;SP;CACHOEIRA PAULISTA;A769;-22.68888888;-45.00555555;586;20/10/17
2020/05/21;1400 UTC;0;974.1;974.3;974.1;2295.1;30.1;19.4;30.7;29.3;19.9;19;56.0;51.0;53.0;281.0;7.8;3.9;CO;MT;GAUCHA DO NORTE;A930;-13.18472221;-53.2575;375.87;04/06/08
2021/12/20;0300 UTC;;;;;;;;;;;;;;;;;;SE;SP;JOSE BONIFACIO;A735;-21.08555555;-49.92027777;408.35;03/09/07
2022/05/13;2200 UTC;0;1018.5;1018.5;1017.9;;21.3;;22;21.3;;;;;;7.0;2.5;1;SE;SP;BERTIOGA;A765;-23.84472221;-46.14333333;5;01/02/17
2022/04/26;0200 UTC;;;;;;;;;;;;;;;;;;CO;MS;PARANAIBA;A710;-19.69555555;-51.18166666;408.06;10/11/06
2022/07/17;2000 UTC;0;1017.2;1017.2;1016.7;264.3;23.6;23.6;24.2;23.6;23.6;20.9;100.0;81.0;100.0;34.0;11.2;6.3;SE;RJ;CAMPOS DOS GOYTACAZES - SAO TOME;A620;-22.04166666;-41.05166666;7;13/06/08
2021/08/27;0100 UTC;;;;;;;;;;;;;;;;;;NE;AL;CORURIPE;A355;-10.1286111;-36.28638888;82.39;06/09/08
2022/10/21;1400 UTC;;;;;;;;;;;;;;;;;;NE;PI;SAO JOAO DO PIAUI;A331;-8.36444444;-42.2525;231;26/08/07
2021/02/23;1800 UTC;;;;;;;;;;;;;;;;;;CO;MS;NHUMIRIM;A717;-18.9886111;-56.62277777;102.26;02/08/06
2021/10/25;1900 UTC;;;;;;;;;;;;;;;;;;CO;MT;TANGARA DA SERRA;A902;-14.65;-57.43166666;440.01;11/12/02
2021/02/09;1700 UTC;0;1007.7;1008;1007.7;2214.4;26.6;20.4;28.7;25.6;20.8;18.6;72.0;60.0;69.0;114.0;7.2;.4;S;PR;MORRETES;A873;-25.508935;-48.808681;50.31;13/03/08
2021/11/19;2300 UTC;0;1008.4;1008.4;1007.8;;19.6;19.5;20.2;19.6;19.7;19.5;100.0;97.0;100.0;5.0;0;0;S;PR;MORRETES;A873;-25.508935;-48.808681;50.31;13/03/08
2022/05/24;2200 UTC;0;977.4;977.4;976.7;;26.6;13.1;29.2;26.6;13.2;12.1;43.0;35.0;43.0;85.0;1.4;.6;CO;GO;ARAGARCAS;A013;-15.90277777;-52.24527777;327.35;13/07/07
2020/11/16;0000 UTC;;;;;;;;;;;;;;;;;;CO;MS;IVINHEMA;A709;-22.30055555;-53.82277777;377.36;08/02/03
2020/02/24;1700 UTC;;911.7;912.7;911.7;1924.8;25.9;18.5;27.7;25.9;19.6;18;64.0;57.0;64;236.0;8.4;3.6;SE;MG;SACRAMENTO;A525;-19.87527777;-47.43416666;913.12;19/08/06
2022/09/12;2000 UTC;0;966.5;966.9;966.3;1049.4;29.5;16.3;29.5;28.9;16.5;15.8;47.0;44.0;45.0;134.0;0;0;S;PR;DIAMANTE DO NORTE;A849;-22.63944444;-52.89027777;368.22;06/03/08
2020/11/06;1900 UTC;4;904.8;905.1;904.4;855.3;23.1;17;32.8;22.6;17.6;10.8;73.0;27.0;69.0;234.0;9.1;2.2;CO;GO;SILVANIA;A037;-16.679786;-48.618171;952;08/10/10
2021/05/05;1900 UTC;;;;;;;;;;;;;;;;;;N;AM;MANICORE;A133;-5.7886111;-61.28833333;40.64;12/12/11
2020/08/13;1100 UTC;0;949.9;949.9;949.2;162.8;20.4;14;20.4;18.5;14;13.3;72.0;67.0;67.0;344.0;3.8;2.4;CO;MT;SAPEZAL;A911;-13.30388888;-58.76333333;105;20/10/17
2021/04/13;0900 UTC;0;965.2;965.2;964.8;16;22.2;21;22.2;22;21;20.8;93.0;92.0;93.0;212.0;1.3;.4;NE;PE;IBIMIRIM;A349;-8.50944444;-37.71166666;434.23;14/10/08
2020/12/09;0900 UTC;0;1010;1010;1009.3;168.4;24.1;20.6;24.1;21.9;20.6;18.8;83.0;81.0;81.0;350.0;0;0;NE;CE;MORADA NOVA;A332;-5.13666666;-38.35666666;45.03;24/08/07
2020/07/26;1400 UTC;0;968.6;969;968.6;2252.8;24.5;11.7;24.9;22.2;13.1;11.7;56.0;44.0;45.0;205.0;5;1.7;SE;SP;LINS;A727;-21.66611111;-49.73472221;460.65;20/09/06
2020/04/17;0500 UTC;0;899.9;900.1;899.8;;12.3;;13.2;12.3;;;;;;142.0;0;0;SE;MG;CALDAS;A530;-21.918066;-46.382996;1077.34;28/11/06
2022/03/01;2100 UTC;;;;;;;;;;;;;;;;;;CO;MS;AQUIDAUANA;A719;-20.47555554;-55.78388888;151.35;01/11/06
2022/07/09;0900 UTC;0;1018;1018;1017.5;;15.2;14.6;15.2;14.4;14.7;13.9;97.0;97.0;97.0;;;;SE;RJ;CAMBUCI;A604;-21.58749999;-41.95833333;46;20/11/02
2022/01/27;0000 UTC;.2;940.7;941;940.5;;20;18.8;20.6;20;19.2;18.8;92.0;91.0;92.0;127.0;2.1;.2;SE;MG;UNAI;A542;-16.55416666;-46.88194443;640.85;16/06/07
2022/09/29;0500 UTC;;;;;;;;;;;;;;;;;;NE;BA;DELFINO;A443;-10.455;-41.20694444;646.24;15/07/08
2020/08/02;1100 UTC;;;;;;;;;;;;;;;;;;NE;PI;FLORIANO;A311;-6.76138888;-43.00333333;126.39;18/11/04
2022/06/22;2200 UTC;;;;;;;;;;;;;;;;;;N;PA;MINA DO PALITO;A246;-6.31999999;-55.78777777;259.88;28/09/10
2022/02/20;1700 UTC;0;990.3;991.8;990.3;1852.8;28.9;24.3;29.1;28.3;24.6;23.1;79.0;71.0;76;251.0;3.1;1.5;N;TO;PIUM;A051;-10.47694443;-49.62944443;161;06/04/16
2021/07/12;0500 UTC;;;;;;;;;;;;;;;;;;S;PR;SAO MATEUS DO SUL;A874;-25.83555555;-50.36888888;780.21;17/04/11
2020/05/20;1600 UTC;0;1004.4;1005.7;1004.4;2170;27.7;13.6;27.8;26.6;13.8;13;44.0;41.0;42;38.0;5.6;2.9;S;RS;RIO PARDO;A813;-29.87222221;-52.38194443;106.99;30/09/06
2022/10/02;2300 UTC;;;;;;;;;;;;;;;;;;CO;MT;CUIABA;A901;-15.559295;-56.062951;241.56;08/12/02
2020/01/27;1900 UTC;0;952.8;952.8;952.4;933.8;28.2;20.7;30.6;27.3;22.4;20.4;68.0;59.0;64.0;87.0;11;2.3;SE;RJ;RIO CLARO;A626;-22.653579;-44.040916;516;03/06/16
2021/07/29;0900 UTC;0;981.2;981.2;980.9;;16.1;13.5;16.5;16;13.8;13.3;84.0;83.0;84.0;8.0;0;0;NE;MA;ALTO PARNAIBA;A223;-9.10833333;-45.93194443;283.69;03/06/08
2021/04/08;1900 UTC;;;;;;;;;;;;;;;;;;CO;MS;AMAMBAI;A750;-23.0025;-55.32944443;433.59;11/06/08
2021/12/29;0400 UTC;0;916.7;917.4;916.7;;21.9;20.5;22.1;21.9;20.6;20.5;92.0;91.0;91.0;10.0;3.6;2;CO;GO;MINEIROS;A026;-17.45472222;-52.60111111;862;24/11/07
2020/03/03;0900 UTC;0;951.6;951.6;951.3;25.9;23.2;22;23.2;23.1;22;21.9;93.0;93.0;93.0;194.0;4;2.1;NE;PB;CAMPINA GRANDE;A313;-7.225574;-35.904831;546.17;22/12/06
2020/05/16;0500 UTC;;;;;;;;;;;;;;;;;;S;SC;RANCHO QUEIMADO;A870;-27.6786111;-49.04194444;881;31/05/16
2020/12/21;0100 UTC;0;874.6;874.8;874.6;;17.1;16.6;17.9;17.1;17.4;16.6;97.0;97.0;97;234.0;0;0;SE;MG;MARIA DA FE;A531;-22.314567;-45.373049;1281.43;01/12/06
2020/12/21;0400 UTC;0;976.6;976.9;976.6;;22.5;20.1;23.5;22.4;20.4;19.9;87.0;82.0;87.0;303.0;1.2;0;CO;MT;PONTES E LACERDA;A937;-15.234582;-59.346215;272.53;30/01/08
2022/10/01;2000 UTC;0;918.4;918.5;918;635.3;25.1;16.1;27.1;25.1;16.1;14.9;57.0;48.0;57.0;15.0;2.5;.8;SE;MG;BELO HORIZONTE (PAMPULHA);A521;-19.88388888;-43.96944443;854.02;10/10/06
2021/05/04;0400 UTC;;;;;;;;;;;;;;;;;;NE;PI;PICOS;A343;-7.0711111;-41.40416666;232.91;12/12/08
2022/02/27;0300 UTC;0;911.1;911.7;911;;21.3;18.2;21.7;21.3;18.6;18;83.0;80.0;82.0;138.0;4.6;2.5;SE;MG;SAO JOAO DEL REI;A514;-21.106502;-44.250928;929.88;09/06/06
2022/11/11;1500 UTC;0;1009.1;1010;1009.1;2579.2;30.7;20.3;31.6;30;21.5;19.8;58.0;52.0;54.0;90.0;10.3;5.1;NE;CE;FORTALEZA;A305;-3.81583333;-38.53777777;29.55;18/02/03
2021/04/15;1800 UTC;0;985.2;985.4;985.2;1263.6;26.9;16.2;27.6;26.2;16.8;15.4;54.0;49.0;52;74.0;4.6;.9;SE;MG;MANTENA;A540;-18.78062;-40.986505;254.91;01/08/07
2020/08/28;1200 UTC;0;988;988.1;987.8;730.7;20;17;20;18.3;17;16.1;88.0;82.0;83.0;34.0;1.7;.1;SE;MG;MURIAE;A517;-21.104867;-42.375904;282.79;30/08/06
2020/02/25;0800 UTC;;937.7;937.7;937.5;;22.1;20.7;22.3;22;20.8;20.5;92.0;91.0;92.0;44.0;1.8;0;CO;MT;SANTO ANTONIO DO LESTE;A931;-14.92777777;-53.8836111;664.21;30/05/08
2021/07/18;2100 UTC;;;;;;;;;;;;;;;;;;CO;GO;SAO MIGUEL DO ARAGUAIA;A031;-12.82055554;-50.33583333;210;29/06/17
2021/04/27;2100 UTC;0;927.2;927.2;926.8;55;17.4;16.7;18;17.3;17;16.3;96.0;92.0;96.0;;;;SE;SP;SAO PAULO - INTERLAGOS;A771;-23.724501;-46.677501;771;14/03/18
2022/12/15;1200 UTC;;;;;;;;;;;;;;;;;;N;AM;EIRUNEPE;A109;-6.65027777;-69.8686111;121.54;31/08/12
2022/03/22;2300 UTC;;;;;;;;;;;;;;;;;;SE;MG;UNAI;A542;-16.55416666;-46.88194443;640.85;16/06/07
2020/03/30;0400 UTC;;;;;;;;;;;;;;;;;;SE;SP;BARRA DO TURVO;A746;-24.96277777;-48.41638888;659.89;03/07/08
2022/08/23;2100 UTC;0;986.4;986.4;986.1;173.8;30.6;16.4;31.4;30.6;16.4;16.1;43.0;40.0;43.0;122.0;6.1;2.1;NE;CE;QUIXERAMOBIM;A325;-5.17444443;-39.28944444;221.04;09/07/07
2021/10/10;0200 UTC;;;;;;;;;;;;;;;;;;SE;MG;CAMPINA VERDE;A519;-19.53921;-49.518133;559.07;15/07/06
2021/12/02;0400 UTC;;;;;;;;;;;;;;;;;;NE;CE;TAUA;A324;-6.01749999;-40.28138888;410.87;12/07/07
2022/04/11;0700 UTC;;;;;;;;;;;;;;;;;;N;TO;ARAGUAINA;A021;-7.10388888;-48.20111111;230.76;26/01/07
2021/07/11;2300 UTC;;;;;;;;;;;;;;;;;;NE;PI;BOM JESUS DO PIAUI;A326;-9.08333333;-44.32638888;296;17/07/07
2020/11/20;1500 UTC;;;;;;;;;;;;;;;;;;NE;PB;CAMARATUBA;A352;-6.56194444;-35.13527777;135.51;04/05/08
2020/08/04;1100 UTC;0;1012.8;1012.8;1012.5;43.1;14.6;11.5;14.6;13.9;11.6;11.2;84.0;82.0;82.0;44.0;6.8;5;S;RS;URUGUAIANA;A809;-29.83987;-57.081899;74.29;28/09/06
2021/07/02;1400 UTC;0;992.7;993.5;992.7;729.4;25.3;21.2;25.3;24.3;21.7;21.1;84.0;78.0;78.0;63.0;5.9;3.1;N;TO;COLINAS DO TOCANTINS;A049;-8.092708;-48.478605;200;11/11/16
2022/04/29;1600 UTC;0;851.4;851.7;851.4;2665;22.9;11.9;23.3;21.7;12.2;9.2;51.0;43.0;50.0;174.0;6.6;1.7;SE;MG;MONTE VERDE;A509;-22.86166666;-46.04333333;1544.89;19/12/04
2022/08/13;0500 UTC;0;1023.1;1023.3;1023.1;;15.5;;16.1;14.4;;;;;;333.0;2.5;.8;SE;RJ;RIO DE JANEIRO-MARAMBAIA;A602;-23.05027777;-43.59555555;12;08/11/02
2020/07/05;1300 UTC;0;961.1;961.1;960.5;1536.1;25;10.1;25.1;19.6;11.7;10;58.0;39.0;39.0;233.0;3.5;1.7;CO;MS;CASSILANDIA;A742;-19.122471;-51.720732;494.72;08/03/08
2021/06/10;2300 UTC;;;;;;;;;;;;;;;;;;N;AM;COARI;A117;-4.09749999;-63.14527777;33.84;12/04/08
2021/02/06;0500 UTC;0;965.4;965.6;965.3;;22.8;21.7;22.8;22.7;21.7;21.7;94.0;94.0;94.0;183.0;0;0;NE;PI;URUCUI;A346;-7.44138888;-44.34499999;398.83;06/03/08
2020/11/19;1900 UTC;0;918.1;918.4;918.1;1902.7;23.7;11.2;24.5;22.3;12.5;10.2;51.0;42.0;45.0;127.0;5.4;1.8;S;PR;LARANJEIRAS DO SUL;B804;-25.36888888;-52.39194444;835;07/08/16
2020/07/24;0500 UTC;;975.2;975.5;975.1;;18.5;17.8;18.5;18;17.8;17.3;96.0;96.0;96.0;157.0;0;0;NE;SE;POCO VERDE;A419;-10.73805555;-38.10833333;367.01;03/04/08
2021/09/23;0100 UTC;;;;;;;;;;;;;;;;;;N;PA;BRAGANCA;A226;-1.04722221;-46.78583333;41;11/03/08
2021/04/18;2200 UTC;;;;;;;;;;;;;;;;;;NE;RN;IPANGUACU;A372;-5.53499999;-36.87222221;19;08/11/17
2022/08/11;1600 UTC;;911.8;912.4;911.8;;16.3;2.4;16.7;15.8;6;2.4;51.0;39.0;39.0;299.0;4.4;.1;S;PR;CLEVELANDIA;A876;-26.41722221;-52.3486111;966.06;15/05/08
2021/08/08;1500 UTC;0;1021.2;1022.4;1021.2;1904.1;22.4;19.2;22.4;19.7;19.3;18.1;91.0;81.0;82.0;295.0;3.5;.9;SE;ES;VILA VELHA;A634;-20.46694443;-40.40388888;25;15/02/17
2021/08/28;2100 UTC;;;;;;;;;;;;;;;;;;NE;BA;SANTA RITA DE CASSIA;A415;-11.00277777;-44.52499999;450.01;28/05/07
2020/01/04;2100 UTC;0;923.1;923.1;922.4;401.4;20.1;17.7;21.4;20.1;19.1;17.7;87.0;83.0;86;203.0;5.3;1.5;S;PR;SAO MATEUS DO SUL;A874;-25.835604;-50.368994;780.21;17/04/11
2022/12/22;0400 UTC;0;940.2;941;940.2;;16.9;14.6;18.3;16.9;15;14.3;87.0;78.0;87.0;190.0;;;SE;SP;ITAPIRA;A739;-22.415;-46.80527777;634.89;05/11/07
2021/07/06;0500 UTC;;;;;;;;;;;;;;;;;;SE;MG;CAPELINHA;A541;-17.70555555;-42.38916666;932.06;31/08/07
2022/03/31;1500 UTC;;;;;;;;;;;;;;;;;;S;PR;LARANJEIRAS DO SUL;B804;-25.36888888;-52.39194444;835;07/08/16
2021/11/19;0100 UTC;;969.8;969.8;969;;28.6;15.9;29.9;28.6;15.9;14.3;46.0;39.0;46.0;132.0;7.8;3.2;NE;BA;CURACA;A448;-9.00138888;-39.9125;370;20/08/15
2021/09/29;0200 UTC;;;;;;;;;;;;;;;;;;N;PA;BELEM;A201;-1.411228;-48.439512;21.17;20/01/03
2021/07/22;2000 UTC;;;;;;;;;;;;;;;;;;S;PR;DOIS VIZINHOS;A843;-25.69916666;-53.09527777;545.95;29/03/07
2021/01/22;2300 UTC;0;967.9;967.9;967.7;;27.2;16.3;27.8;27.2;16.3;15.5;51.0;47.0;51.0;75.0;5.5;2.9;NE;BA;REMANSO;A423;-9.62555554;-42.07722221;397.4;26/03/08
2021/12/24;0600 UTC;.4;1007.3;1007.5;1007.3;;21.4;20.1;22.1;21;20.3;19.6;93.0;87.0;93.0;236.0;11;6.7;SE;RJ;RIO DE JANEIRO-MARAMBAIA;A602;-23.05027777;-43.59555555;12;08/11/02
2021/12/04;1300 UTC;;;;;;;;;;;;;;;;;;S;SC;Laguna  - Farol de Santa Marta;A866;-28.60444444;-48.81333333;34.36;01/06/08
2021/12/01;2200 UTC;;;;;;;;;;;;;;;;;;S;SC;Laguna  - Farol de Santa Marta;A866;-28.60444444;-48.81333333;34.36;01/06/08
2021/05/17;0100 UTC;0;1000.4;1000.4;999.8;;24.2;19.9;25.2;24.2;20.3;19.7;77.0;74.0;77.0;147.0;3.4;.2;NE;MA;IMPERATRIZ;A225;-5.555723;-47.459794;117.96;01/03/08
2020/04/24;2100 UTC;;926.2;926.2;926.2;230.2;20.2;13;23.9;20.2;13.5;11.5;64.0;46.0;63;49.0;2.7;2.3;S;SC;MAJOR VIEIRA;A864;-26.3936111;-50.36333333;799.58;09/02/09
2021/05/12;1800 UTC;;;;;;;;;;;;;;;;;;N;AM;MANICORE;A133;-5.7886111;-61.28833333;40.64;12/12/11
2020/07/23;0200 UTC;;975.4;975.4;975.1;3233.2;19.8;;20.5;19.8;;;;;;160.0;3.9;2.1;NE;BA;CURACA;A448;-9.00138888;-39.9125;370;20/08/15
2020/09/09;1500 UTC;0;940.2;940.5;940.2;2336.2;24.3;17.6;24.8;22.8;19.2;17.3;74.0;65.0;66.0;350.0;7.4;4.6;S;RS;SOLEDADE;A837;-28.859211;-52.542387;660.44;01/03/08
2022/06/01;0300 UTC;;1004;1004.1;1004;0;22.2;;22.9;22.2;;;;;;3.0;6.5;.7;N;RR;BOA VISTA;A135;2.81694443;-60.69083333;82.35;26/08/10
2021/11/06;0300 UTC;0;966.3;966.4;966;;21.7;18.3;22.3;21.7;18.3;17.4;81.0;74.0;81.0;76.0;5.3;.1;S;PR;MAL. CANDIDO RONDON;A820;-24.53333333;-54.01916666;392.07;18/11/06
2022/09/24;2300 UTC;;;;;;;;;;;;;;;;;;N;PA;CAPITAO POCO;A248;-1.73472221;-47.0575;79.1;18/04/11
2021/03/26;1600 UTC;0;910.8;911.6;910.8;2178.7;25.7;18;27.2;24.9;19.4;17;65.0;56.0;63.0;39.0;4.4;1.5;SE;MG;JUIZ DE FORA;A518;-21.769965;-43.364329;936.88;26/05/07
2021/08/01;0600 UTC;;;;;;;;;;;;;;;;;;NE;BA;BELMONTE;A447;-16.08805555;-39.21527777;89.67;02/07/09
2020/04/03;2100 UTC;.2;1005.5;1005.5;1005.3;6.1;24.5;23.7;24.5;24.4;23.8;23.6;96.0;95.0;95.0;236.0;2.9;0;N;PA;TOME ACU;A213;-2.59249999;-48.36055555;42.95;14/10/07
2020/12/16;0200 UTC;0;953.7;954.2;953.3;;25.1;18.1;26.1;24.8;21;18;79.0;62.0;65.0;131.0;7.9;2.1;CO;GO;GOIAS;A014;-15.93972221;-50.14138888;512.86;18/07/07
2021/05/08;0700 UTC;0;983.4;983.4;983;;22.2;18.2;22.2;21.9;18.3;18.1;80.0;78.0;78;174.0;2.4;.8;SE;MG;AIMORES;A534;-19.53277777;-41.09083333;287.74;05/08/07
2022/05/07;1000 UTC;0;1018.1;1018.1;1017.5;221.5;19.1;14.6;19.1;18.4;14.9;14.2;79.0;74.0;76.0;11.0;5.3;2.1;SE;ES;ALFREDO CHAVES;A615;-20.63638888;-40.74194444;14.19;03/11/06
2022/06/03;0300 UTC;0;960.7;960.7;960.4;;15.9;14.4;16.6;15.9;14.9;14.4;92.0;89.0;91.0;350.0;0;0;SE;MG;SALINAS;A552;-16.16027777;-42.31027777;487.14;14/09/07
2022/05/21;1700 UTC;;;;;2126.7;28.5;23.1;29.2;27.6;24.6;22.6;78.0;71.0;72.0;212.0;2.9;0;N;PA;SALINOPOLIS;A215;-.61888888;-47.35666666;23.18;14/06/08
2020/10/03;1500 UTC;0;919.9;920.5;919.9;2960.5;35.3;14.9;36;32;19.5;14.6;47.0;29.0;30.0;327.0;;1.7;S;PR;LARANJEIRAS DO SUL;B804;-25.36888888;-52.39194444;835;07/08/16
2020/08/16;1000 UTC;;;;;;;;;;;;;;;;;;CO;MS;BANDEIRANTES;S703;-19.945539;-54.368533;624;29/01/18
2021/03/07;0800 UTC;0;1007.4;1007.8;1007.1;;24.6;21.7;24.8;24.3;21.9;21;84.0;81.0;84.0;146.0;8.3;4.6;SE;ES;LINHARES;A614;-19.35694444;-40.0686111;40;27/10/06
2021/03/06;0400 UTC;0;1004.6;1004.9;1004.6;;24.6;19.8;24.8;24.3;20.1;19.8;76.0;74.0;75.0;9.0;7.5;5.1;SE;ES;VILA VELHA;A634;-20.46694443;-40.40388888;25;15/02/17
2021/01/21;0500 UTC;;986.6;987.3;986.6;;23.3;22.3;23.9;23.2;23.1;22.3;96.0;95.0;95.0;;;;CO;MS;BELA VISTA;A757;-22.10166666;-56.54083333;206.09;09/08/11
2022/12/10;0100 UTC;0;980.3;980.3;979.9;;25.4;21.4;26;25.4;21.7;21.3;79.0;76.0;79.0;175.0;.5;0;NE;MA;BALSAS;A204;-7.45555555;-46.02749999;271.03;26/10/07
2022/07/06;1000 UTC;;;;;;;;;;;;;;;;;;NE;SE;ARACAJU;A409;-10.9525;-37.05444444;3.72;12/02/03
2020/04/23;1100 UTC;0;971.6;971.6;971;102.7;18;12;18;16.9;12;11.4;70.0;68.0;68.0;98.0;5.5;1.6;S;RS;SANTIAGO;A833;-29.191599;-54.885653;390.03;04/02/09
2020/10/09;2100 UTC;0;992.6;992.6;992.2;514.5;39.5;13.3;40.6;39.5;13.3;12.3;21.0;19.0;21.0;349.0;6.9;2.6;CO;MT;CACERES;A941;-16.07472221;-57.69305555;123.53;30/03/12
2021/10/27;1600 UTC;0;952.6;953.1;952.6;2638.7;;;;;;;67.0;58.0;60.0;208.0;7.3;3.7;CO;MT;SAPEZAL;A911;-13.30388888;-58.76333333;105;20/10/17
2021/07/13;2200 UTC;;;;;;;;;;;;;;;;;;SE;SP;JALES;A733;-20.165;-50.59499999;460.44;22/08/07
2021/05/22;0300 UTC;0;1007.1;1007.7;1007.1;0;25.3;24;25.9;25.3;24.3;24;93.0;91.0;93.0;;;;NE;MA;ZE DOCA;A255;-3.26916666;-45.65111111;45.5;18/09/19
2020/06/21;1500 UTC;.4;1005.7;1006.4;1005.7;321.5;23;21.6;23;22.2;21.6;20;92.0;87.0;91.0;128.0;5.5;1;N;RR;BOA VISTA;A135;2.816897;-60.690821;82.35;26/08/10
2021/03/08;1500 UTC;;975.7;976.2;975.7;3138.5;31;19.9;31.9;29.4;20.8;19.3;57.0;49.0;52.0;;;;CO;MS;TRES LAGOAS;A704;-20.78333333;-51.71222222;328.94;03/09/01
2022/02/10;0200 UTC;;;;;;;;;;;;;;;;;;NE;PE;CARUARU;A341;-8.36527777;-36.02833332;852;21/11/07
2022/12/07;0200 UTC;0;952.6;953.1;952.6;;20.9;;21.5;20.9;;;;;;265.0;1;.4;NE;BA;CORRENTINA;A416;-13.33249999;-44.61749999;551.71;09/11/07
2022/06/13;1000 UTC;;;;;;;;;;;;;;;;;;CO;MS;JUTI;A749;-22.85722222;-54.60555555;375.18;16/06/08
2021/12/10;0000 UTC;;;;;;;;;;;;;;;;;;NE;PB;ITAPORANGA;A373;-7.31833332;-38.14083333;292;03/11/17
2021/11/23;1300 UTC;0;948.2;948.4;948.2;2780.5;32.3;20;32.5;29.8;20.7;18.8;58.0;45.0;48.0;203.0;4.6;1.2;SE;MG;CONCEICAO DAS ALAGOAS;A520;-19.98586;-48.151574;572.54;18/07/06
2022/09/13;1900 UTC;0;989.1;989.1;988.9;1401.3;25.2;18.5;25.8;25.1;18.8;17.9;67.0;62.0;66.0;105.0;8.1;1.1;NE;BA;CRUZ DAS ALMAS;A406;-12.67555554;-39.08944444;219.76;19/01/03
2020/12/11;2200 UTC;;;;;;;;;;;;;;;;;;NE;PE;SURUBIM;A328;-7.83972221;-35.80111111;421.44;09/03/08
2021/02/18;1100 UTC;0;912.9;912.9;912;821.3;22.7;18.7;22.9;21.1;19.2;18.7;86.0;78.0;78.0;331.0;4;.4;SE;MG;UBERLANDIA;A507;-18.91694443;-48.25555555;874.77;18/12/02
2021/06/26;1600 UTC;0;992.9;994.1;992.9;3069.8;32.9;12.1;33.6;31.5;13.3;12;32.0;27.0;28.0;140.0;6.3;2.3;NE;RN;CAICO;A316;-6.46749999;-37.08499999;171.26;07/01/07
2021/06/12;1900 UTC;;;;;;;;;;;;;;;;;;NE;SE;ITABAIANINHA;A417;-11.2725;-37.795;204.8;23/05/07
2020/11/23;1700 UTC;0;915.4;915.9;915.4;2891.3;23.8;9;25.2;23.1;11.5;8.8;44.0;38.0;39.0;73.0;7.4;2.1;S;PR;CURITIBA;A807;-25.448688;-49.230602;922.91;28/01/03
2020/01/22;2000 UTC;0;971.8;972.1;971.8;1385.4;30.9;17.5;31.4;29.9;19.4;16.8;51.0;43.0;45;218.0;3.5;.7;SE;RJ;TRES RIOS;A625;-22.09833333;-43.20833333;295;08/06/16
